Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Make_Model
20020917X04193,Accident,ANC82DA096,1982-09-23,"NENANA, AK",United States,,,ENN,NENANA MUNICIPAL,Non-Fatal,Substantial,Airplane,N3974G,Cessna,U206,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Cyril D. Hetherington,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,23-09-1983,Cessna U206
20020917X04413,Accident,CHI82DA367,1982-09-26,"BEDFORD PARK, IL",United States,,,,,Non-Fatal,Substantial,Airplane,N1728U,Cessna,207,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Air Freight Express,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,26-09-1983,Cessna 207
20020917X04755,Accident,LAX82DA363,1982-09-29,"BIG SUR, CA",United States,,,,,Non-Fatal,Substantial,Airplane,N6718X,Beech,76,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Altair,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,29-09-1983,Beech 76
20020917X04633,Incident,FTW82IA401,1982-09-30,"INTRACOASTAL CI, LA",United States,,,7R4,PHI ICY HELIPORT,Incident,Minor,Helicopter,N2091E,Bell,214ST,No,2.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,Petroleum Helicopters Inc.,0.0,0.0,0.0,20.0,VMC,Cruise,Probable Cause,30-09-1983,Bell 214ST
20020917X04217,Incident,ANC82IA103,1982-09-30,"KENAI, AK",United States,,,ENA,KENAI AIRPORT,Incident,Minor,Airplane,N61366,Piper,PA31-350,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,Southcentral Air Inc.,0.0,0.0,0.0,7.0,VMC,Approach,Probable Cause,30-09-1983,Piper PA31-350
20020917X04552,Accident,DEN83LA003,1982-10-07,"ROCK SPRINGS, WY",United States,,,,OIL WELL SITE,Non-Fatal,Substantial,Airplane,N6169Z,Cessna,TU206G,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Cowboy Air Service, Inc.",0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,07-10-1983,Cessna TU206G
20020917X05154,Accident,SEA83LA012,1982-10-08,"40 NM WNW SALMO, ID",United States,,,U81,COLD MEADOWS USFS,Non-Fatal,Substantial,Airplane,N5183U,Cessna,206,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Linn Air Service,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,08-10-1983,Cessna 206
20020917X04293,Accident,ATL83FA009,1982-10-08,"ALLENDALE, SC",United States,,,88J,ALLENDALE COUNTY,Non-Fatal,Substantial,Airplane,N958MC,Beech,58,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Grand Strand Aviation, Inc.",0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,08-10-1983,Beech 58
20020917X04455,Accident,CHI83LA021,1982-10-17,"INDIANAPOLIS, IN",United States,,,IND,INDIANAPOLIS INT'L. APRT.,Non-Fatal,Substantial,Airplane,N173MA,Swearingen,SA227-AC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Miostates Airlines,0.0,0.0,0.0,8.0,VMC,Taxi,Probable Cause,17-10-1983,Swearingen SA227-AC
20020917X04335,Incident,ATL83IA018,1982-10-28,"CLARKSVILLE, TN",United States,,,CKV,OUTLAW FIELD,Incident,Minor,Airplane,N4099A,Beech,B99,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Air Kentucky Airline,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-10-1983,Beech B99
20020917X04459,Accident,CHI83LA028,1982-10-28,"COLUMBUS, OH",United States,,,CMH,PORT COLUMBUS,Non-Fatal,Substantial,Airplane,N7850Y,Piper,PA-30,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Raf Aviation,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,28-10-1983,Piper PA-30
20020917X04231,Accident,ANC83LA009,1982-10-29,"STONY RIVER, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N9982X,Cessna,185,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Jack R. Smith,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,29-10-1983,Cessna 185
20020917X05056,Accident,NYC83FA016,1982-11-01,"MEADVILLE, PA",United States,,,,PORT MEADVILLE,Non-Fatal,Substantial,Airplane,N402DL,Cessna,402B,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Darne, Inc.",0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,01-11-1983,Cessna 402B
20020917X04786,Accident,LAX83FA033,1982-11-10,"COALING, CA",United States,,,,,Non-Fatal,Destroyed,Airplane,N3035M,Piper,PA-28R-201T,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Flight East, Inc.",0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,10-11-1983,Piper PA-28R-201T
20020917X04238,Accident,ANC83LA018,1982-11-11,"NEAR SEWARD, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N4082W,Piper,PA-32-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Harbor Air Service,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,11-11-1983,Piper PA-32-300
20020917X05094,Accident,NYC83LA028,1982-11-13,"WEST MIFFLIN, PA",United States,,,AGC,ALLEGHENY COUNTY,Non-Fatal,Substantial,Helicopter,N72590,Aerospatiale,SA316B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Life Flight, Allegheny General",0.0,0.0,0.0,3.0,VMC,Maneuvering,Probable Cause,13-11-1983,Aerospatiale SA316B
20020917X04338,Incident,ATL83IA034,1982-11-16,"HUNTSVILLE, AL",United States,,,,,Incident,Minor,Airplane,N5BA,Beech,G18S,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Bo-s-aire,0.0,0.0,0.0,2.0,VMC,Descent,Probable Cause,16-11-1983,Beech G18S
20020917X04705,Accident,FTW83LA040,1982-11-19,"PORT O'CONNOR, TX",United States,,,,,Non-Fatal,Substantial,Helicopter,N16659,Bell,206B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,Houston Helicopters Inc.,0.0,0.0,0.0,3.0,IMC,Approach,Probable Cause,19-11-1983,Bell 206B
20020917X04566,Accident,DEN83LA022,1982-11-20,"NEAR KALISPELL, MT",United States,,,,,Non-Fatal,Substantial,Helicopter,N5011G,Bell,206B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,Mountain West Helicopters,0.0,0.0,0.0,4.0,VMC,Maneuvering,Probable Cause,20-11-1983,Bell 206B
20020917X04669,Incident,FTW83IA044,1982-11-22,"LITTLE ROCK, AR",United States,,,LIT,ADAMS,Incident,Minor,Airplane,N846AA,Boeing,727-223,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,American Airlines,0.0,0.0,0.0,23.0,IMC,Landing,Probable Cause,22-11-1983,Boeing 727-223
20020917X05165,Accident,SEA83LA025,1982-11-26,"GUSTAVUS, AK",United States,,,GST,GUSTAVUS,Non-Fatal,Substantial,Airplane,N6104J,Piper,PA-32R-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,Layton A . Bennett,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,26-11-1983,Piper PA-32R-300
20020917X05097,Accident,NYC83LA036,1982-11-30,"NEW HAVEN, CT",United States,,,HVN,NEW HAVEN,Non-Fatal,Substantial,Airplane,N141PM,Fokker,F-27-100,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Pilgrim Airlines,0.0,0.0,0.0,20.0,VMC,Taxi,Probable Cause,30-11-1983,Fokker F-27-100
20020917X04572,Accident,DEN83LA029,1982-12-01,"MILES CITY, MT",United States,,,17LS,MILES CITY MUNICIPAL,Non-Fatal,Substantial,Airplane,N30RA,Cessna,310R,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,Philip O. Petrik,0.0,0.0,0.0,5.0,IMC,Landing,Probable Cause,01-12-1983,Cessna 310R
20020917X04712,Accident,FTW83LA050,1982-12-02,"VENICE, LA",United States,,,53LA,SHELL SPB,Non-Fatal,Substantial,Airplane,N1829R,Cessna,185,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Southern Seaplanes,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,02-12-1983,Cessna 185
20020917X04915,Incident,MIA83IA043,1982-12-06,"SARASOTA, FL",United States,,,SRQ,SARASOTA-BRADENTON,Incident,Minor,Airplane,N8871Z,Boeing,727-225,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"Eastern Airlines, Inc.",0.0,0.0,0.0,21.0,VMC,Takeoff,Probable Cause,06-12-1983,Boeing 727-225
20020917X04341,Incident,ATL83IA054,1982-12-07,"CHAMBLEE, GA",United States,,,PDK,DEKALB-PEACHTREE,Incident,Minor,Airplane,N153TG,Gulfstream American,G-159,No,2.0,Turbo Prop,Part 121: Air Carrier,NSCH,Unknown,Orion Airlines,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,07-12-1983,Gulfstream American G-159
20020917X04494,Accident,DCA83AA009,1982-12-07,"CHANTILLY, VA",United States,,,IAD,DULLES INTL,Non-Fatal,Substantial,Airplane,N126AV,Swearingen,SA-226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Flt America, Inc",0.0,0.0,0.0,6.0,VMC,Landing,Probable Cause,07-12-1983,Swearingen SA-226TC
20020917X04988,Incident,MKC83IA035,1982-12-13,"WICHITA, KS",United States,,,,,Incident,Minor,Airplane,N85BH,Beech,100,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Ozark Skyways, Inc.",0.0,0.0,0.0,10.0,VMC,Cruise,Probable Cause,13-12-1983,Beech 100
20020917X04979,Accident,MKC83FA038,1982-12-16,"DEWITT, NE",United States,,,,,Non-Fatal,Substantial,Airplane,N6855F,Piper,PA-32R-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Heartland Enterprises, Inc.",0.0,0.0,0.0,5.0,IMC,Cruise,Probable Cause,16-12-1983,Piper PA-32R-300
20020917X04243,Accident,ANC83LA024,1982-12-18,"NEAR PORT ALSWO, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N94DC,De Havilland,DHC-2,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Alvin D. Carrell,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,18-12-1983,De Havilland DHC-2
20020917X05102,Accident,NYC83LA046,1982-12-20,"GASPORT, NY",United States,,,95G,GASPORT,Non-Fatal,Substantial,Airplane,N12WB,Beech,56TC,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Van Air,inc.",0.0,0.0,0.0,1.0,IMC,Takeoff,Probable Cause,20-12-1983,Beech 56TC
20020917X04577,Accident,DEN83LA036,1982-12-20,"GILLETTE, WY",United States,,,GCC,GILLETTE CAMPBELLL COUNTY,Non-Fatal,Substantial,Airplane,N2671V,Swearingen,SA-227AC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Pioneer Airlines,0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,20-12-1983,Swearingen SA-227AC
20020917X04378,Accident,ATL83LA069,1982-12-20,"COLUMBIA, SC",United States,,,CAE,COLUMBIA,Non-Fatal,Substantial,Airplane,N41336,Piper,PA-34-200,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Bankair, Inc.",0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,20-12-1983,Piper PA-34-200
20020917X05143,Incident,SEA83IA034,1982-12-22,"KLAMATH FALLS, OR",United States,,,,KINGSLEY FIELD,Incident,Minor,Airplane,N5475M,Swearingen,SA-226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Gatx Third Aircraft Corp.,0.0,0.0,0.0,11.0,IMC,Takeoff,Probable Cause,22-12-1983,Swearingen SA-226TC
20020917X04728,Accident,FTW83LA074,1982-12-31,"HOUSTON, TX",United States,,,T17,WEISER,Non-Fatal,Substantial,Airplane,N6610Y,Cessna,210N,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Air Exchange,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,31-12-1983,Cessna 210N
20020917X04248,Accident,ANC83LA038,1982-12-31,"NUNAPITCHUK, AK",United States,,,98Z,NUNAPITCHUK,Non-Fatal,Substantial,Airplane,N4246T,Piper,PA-32,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Delaire Charter Service,0.0,0.0,0.0,7.0,VMC,Takeoff,Probable Cause,31-12-1983,Piper PA-32
20001214X38563,Accident,DEN84LA075,1984-01-26,"BUFFALO, WY",United States,,,,,Non-Fatal,Substantial,Helicopter,N4507C,Hughes,369HS,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,Soloy Heliops,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,05-06-2019,Hughes 369HS
20001214X38957,Accident,ATL84LA120,1984-03-14,"MYRTLE BEACH, SC",United States,,,CRE,GRAND STRAND,Non-Fatal,Substantial,Airplane,N7994R,Beech,99,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Mountain Air Cargo, Inc.",0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,24-09-2018,Beech 99
20001214X41363,Incident,FTW85IA028,1984-10-26,"TULSA, OK",United States,,,TUL,TULSA INTL',Incident,Minor,Airplane,N511SS,Swearingen,SA226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Scheduled Skyways,0.0,0.0,0.0,9.0,IMC,Cruise,Probable Cause,05-06-2019,Swearingen SA226TC
20001214X41679,Incident,SEA85IA024,1984-11-29,"PULLMAN, WA",United States,,,PUW,PULLMAN-MOSCOW,Incident,Minor,,N1014T,Fairchild Swearingen,SA 227,No,2.0,Turbo Prop,,SCHD,Unknown,Cascade Airways (dba: Spokane Int'l Airport),0.0,0.0,0.0,15.0,IMC,Takeoff,Probable Cause,30-09-1994,Fairchild Swearingen SA 227
20010110X00152,Accident,DEN86FA069,1986-01-27,"MISSOULA, MT",United States,,,MSO,MISSOULA,Non-Fatal,Substantial,,N5019K,Bell,206L-1,No,1.0,Turbo Shaft,,NSCH,Unknown,Minuteman Aviation (dba: [ems]),0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,18-06-1987,Bell 206L-1
20001213X34849,Accident,MKC86LA193,1986-09-22,"OLD MONROE, MO",United States,,,,SPRIT OF ST. LOUIS,Non-Fatal,Substantial,,N6163N,Cessna,T210M,No,1.0,Reciprocating,,NSCH,Unknown,"Roederer Aviation, Inc.",0.0,0.0,0.0,3.0,VMC,Descent,Probable Cause,25-04-1988,Cessna T210M
20001213X35000,Accident,LAX87LA030,1986-10-30,"ELEELE KAUAI, HI",United States,,,PAK,PORT ALLEN,Non-Fatal,Substantial,,N33WH,Piper,PA-31-350,No,2.0,Reciprocating,,NSCH,Unknown,(dba: Panorama Air Tours),0.0,0.0,0.0,10.0,VMC,Cruise,Probable Cause,10-03-1988,Piper PA-31-350
20001213X34977,Incident,LAX87IA029,1986-10-31,"SANTA ANA, CA",United States,,,,,Incident,Minor,,N363PS,British Aerospace,BAE 146-200,No,4.0,Turbo Fan,,SCHD,Unknown,Pacific Southwest Airlines,0.0,0.0,0.0,42.0,VMC,Takeoff,Probable Cause,30-03-1988,British Aerospace BAE 146-200
20001213X35418,Accident,NYC87DNC03,1986-12-03,"BARRE, VT",United States,,,MPV,EDWARD F. KNAPP STATE,Non-Fatal,Substantial,,N6375U,Aero Commander,680,No,2.0,Reciprocating,,NSCH,Unknown,Energy Air Center Charters (dba: Air Parcel Express),0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,17-03-1988,Aero Commander 680
20001213X35377,Accident,LAX87LA048,1986-12-13,"SAN JOSE, CA",United States,,,RHV,REID HILLVIEW,Non-Fatal,Substantial,,N2209Q,Piper,PA-32R-300,No,1.0,Reciprocating,,NSCH,Unknown,Flight East Inc.,0.0,0.0,0.0,1.0,VMC,Climb,Probable Cause,10-03-1988,Piper PA-32R-300
20001213X35320,Accident,CHI87FA057,1986-12-29,"WHEELING, IL",United States,,,PWK,PAL-WAUKEE,Non-Fatal,Substantial,,N8281Y,Piper,PA-32-301,No,1.0,Reciprocating,,NSCH,Unknown,"Tradewinds Aviation, Inc.",0.0,0.0,0.0,4.0,IMC,Climb,Probable Cause,25-04-1988,Piper PA-32-301
20001213X30158,Accident,SEA87LA044,1987-01-08,"SHOAL COVE, AK",United States,,,,,Non-Fatal,Substantial,,N1018H,De Havilland,BEAVER DHC-2,No,1.0,Reciprocating,,NSCH,Unknown,Foster Goodrich (dba: Taquan Air Service),0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,25-04-1988,De Havilland BEAVER DHC-2
20001213X30103,Accident,LAX87LA086,1987-01-10,"YUMA, AZ",United States,,,YUM,YUMA INT'L,Non-Fatal,Substantial,,N165SW,Swearingen,SA227-AC,No,2.0,Turbo Prop,,SCHD,Unknown,Sky West Airlines,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,27-12-1988,Swearingen SA227-AC
20001213X30027,Incident,ATL87IA062,1987-01-19,"CLEVELAND, OH",United States,,,CLE,CLEVELAND HOPKINS INTL.,Incident,Minor,,N88FB,Dornier,DO228,No,2.0,Turbo Prop,,SCHD,Unknown,Fischer Brothers Aviation (dba: Northwest Airlink),0.0,0.0,0.0,6.0,IMC,Descent,Probable Cause,10-07-1989,Dornier DO228
20001213X30165,Accident,SEA87LA052,1987-01-24,"SPOKANE, WA",United States,,,,,Non-Fatal,Substantial,,N9322X,Cessna,182R II,No,1.0,Reciprocating,,NSCH,Unknown,Corporate Air Services,0.0,0.0,0.0,3.0,IMC,Approach,Probable Cause,25-04-1988,Cessna 182R II
20001213X30051,Incident,CHI87IA067,1987-01-25,"FORT WAYNE, IN",United States,,,,,Incident,Minor,,N7015U,Boeing,727-122,No,3.0,Turbo Fan,,SCHD,Unknown,United Airlines,0.0,0.0,0.0,6.0,VMC,Cruise,Probable Cause,10-07-1989,Boeing 727-122
20001213X30119,Incident,MIA87IA078,1987-01-28,"ORLANDO, FL",United States,,,MCO,ORLANDO INTERNATIONAL,Incident,Minor,,N101EX,British Aircraft Corp. (bac),BAC 1-11 201,No,2.0,Turbo Fan,,SCHD,Unknown,"Florida Express,inc.",0.0,0.0,0.0,38.0,VMC,Taxi,Probable Cause,10-07-1989,British Aircraft Corp. (bac) BAC 1-11 201
20001213X30163,Accident,SEA87LA049,1987-01-28,"LAS VEGAS, NV",United States,,,LAS,MCCARAN INT'L,Non-Fatal,Substantial,,N69310,Cessna,402B,No,2.0,Reciprocating,,NSCH,Unknown,(dba: South Aero Serv. Inc.),0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,30-03-1988,Cessna 402B
20001213X30182,Accident,ATL87LA070,1987-02-05,"FLORENCE, SC",United States,,,FLO,FLORENCE,Non-Fatal,Substantial,,N1013G,Swearingen,SA-226TC,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: Eastern Atlantis Express),0.0,0.0,0.0,7.0,VMC,Landing,Probable Cause,25-04-1988,Swearingen SA-226TC
20001213X30304,Accident,NYC87FA085,1987-02-11,"ONEONTA, NY",United States,,,N66,ONEONTA MUNICIPAL,Non-Fatal,Substantial,,N699CA,Beech,99,No,2.0,Turbo Prop,,SCHD,Unknown,"Catskill Airways,inc.",0.0,0.0,0.0,9.0,VMC,Landing,Probable Cause,24-04-1989,Beech 99
20001213X30224,Accident,DEN87LA060,1987-02-26,"ENGLEWOOD, CO",United States,,,APA,CENTENNIAL,Non-Fatal,Substantial,,N888DJ,Gates Learjet,35A,No,2.0,Turbo Jet,,NSCH,Unknown,Personal Jet Charter,0.0,0.0,0.0,3.0,IMC,Takeoff,Probable Cause,10-03-1988,Gates Learjet 35A
20001213X30524,Accident,MKC87LA057,1987-03-05,"NORFOLK, NE",United States,,,OFK,KARL STEFAN MEM.,Non-Fatal,Substantial,,N890AC,Embraer,EMB-110,No,2.0,Turbo Prop,,SCHD,Unknown,Mid Continent Airlines,0.0,0.0,0.0,5.0,VMC,Descent,Probable Cause,30-03-1988,Embraer EMB-110
20001213X30548,Accident,SEA87FA064,1987-03-17,"WALLA WALLA, WA",United States,,,ALW,WALLA WALLA CITY COUNTY,Non-Fatal,Substantial,,N4549Q,Cessna,402A,No,2.0,Reciprocating,,NSCH,Unknown,"Richardson Aviation, Inc.",0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,27-05-1988,Cessna 402A
20001213X30423,Accident,DEN87LA067A,1987-03-18,"MISSOULA, MT",United States,,,MSO,MISSOULA,Non-Fatal,Minor,,N3529W,Piper,PA-31-350,No,2.0,Reciprocating,,NSCH,Unknown,"Bighorn Airways, Inc.",0.0,0.0,0.0,10.0,VMC,Taxi,Probable Cause,02-05-1988,Piper PA-31-350
20001213X30423,Accident,DEN87LA067B,1987-03-18,"MISSOULA, MT",United States,,,MSO,MISSOULA,Non-Fatal,Substantial,,N124AV,Swearingen,SA-226TC,No,2.0,Turbo Prop,,SCHD,Unknown,Big Sky Airlines,0.0,0.0,0.0,10.0,VMC,Standing,Probable Cause,02-05-1988,Swearingen SA-226TC
20001213X30553,Accident,SEA87LA066,1987-03-19,"LOPEZ ISLAND, WA",United States,,,,,Non-Fatal,Substantial,,N64728,Cessna,172,No,1.0,Reciprocating,,NSCH,Unknown,(dba: West Isle Air),0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,02-05-1988,Cessna 172
20001213X30780,Accident,MKC87LA080,1987-04-06,"COLUMBIA, MO",United States,,,,,Non-Fatal,Substantial,,N26863,Fairchild,SA-227,No,2.0,Turbo Prop,,SCHD,Unknown,"Resort Air,inc.",0.0,0.0,0.0,2.0,VMC,Unknown,Probable Cause,27-12-1988,Fairchild SA-227
20001213X30740,Incident,MIA87IA131,1987-04-07,"FT.LAUDERDALE, FL",United States,,,FLL,FT. LAUDERDALE-HOLLYWOOD,Incident,Minor,,N7665Q,Cessna,310Q,No,2.0,Reciprocating,,NSCH,Unknown,"Rsvp Usa,inc.",0.0,0.0,0.0,6.0,VMC,Landing,Probable Cause,10-07-1989,Cessna 310Q
20001213X30826,Accident,SEA87LA078,1987-04-12,"BURNETT INLET, AK",United States,,,,,Non-Fatal,Substantial,,N1774R,Cessna,185,No,1.0,Reciprocating,,NSCH,Unknown,(dba: Diamond Aviation),0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,10-03-1988,Cessna 185
20001213X30982,Incident,MIA87IA166,1987-05-29,"CARACAS, Venezuela",Venezuela,,,,,Incident,Minor,,N813FT,Boeing,747-245F,No,4.0,Turbo Fan,,SCHD,Unknown,Venezuelan Int'l Airways,0.0,0.0,0.0,3.0,UNK,Unknown,Probable Cause,10-07-1989,Boeing 747-245F
20001213X31077,Accident,ATL87FA161B,1987-06-05,"ATLANTA, GA",United States,,,,WMS.B HARTSFIELD ATL INTL,Non-Fatal,Substantial,,N1653W,Beech,58,No,2.0,Reciprocating,,NSCH,Unknown,"New Creations,inc. (dba: Financial Air Express)",0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,31-08-1988,Beech 58
20001213X31077,Accident,ATL87FA161A,1987-06-05,"ATLANTA, GA",United States,,,,WMS.B HARTSFIELD ATL INTL,Non-Fatal,Substantial,,N917FE,Cessna,208B,No,1.0,Turbo Prop,,NSCH,Unknown,Mountain Air Cargo,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,31-08-1988,Cessna 208B
20001213X31331,Incident,SEA87IA119,1987-06-19,"SEATTLE, WA",United States,,,BFI,BOEING FIELD,Incident,Minor,,N813PH,De Havilland,DHC-8-101,No,2.0,Turbo Prop,,SCHD,Unknown,"Horizon Air Industries, Inc. (dba: Horizon Airlines)",0.0,0.0,0.0,41.0,VMC,Climb,Probable Cause,10-07-1989,De Havilland DHC-8-101
20001213X31069,Accident,ANC87LA083,1987-06-19,"ALEXANDER RIVER, AK",United States,,,,,Non-Fatal,Substantial,,N5349G,De Havilland,DHC-2,No,1.0,Reciprocating,,NSCH,Unknown,(dba: Ketchum Air Service),0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,10-03-1988,De Havilland DHC-2
20001213X31105,Accident,ATL87LA180,1987-06-22,"DAYTON, OH",United States,,,FFO,WRIGHT PATTERSON AFB,Non-Fatal,Substantial,,N20ST,Lockheed,L-382-30,No,4.0,Turbo Prop,,SCHD,Unknown,"Southern Air Transport,inc.",0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,13-08-1988,Lockheed L-382-30
20001213X31379,Accident,ATL87DEK01,1987-07-13,"COLUMBUS, OH",United States,,,CMH,PORT COLUMBUS INT'L.,Non-Fatal,Substantial,,N127GS,"Smith, Ted Aerostar",AEROSTAR 600,No,2.0,Reciprocating,,NSCH,Unknown,Air Continental,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,06-10-1988,"Smith, Ted Aerostar AEROSTAR 600"
20001213X31585,Accident,MIA87LA207,1987-07-16,"JACKSON, MS",United States,,,JAN,ALLEN C. THOMPSON,Non-Fatal,Substantial,,N133ME,Israel Aircraft Industries,1121,No,2.0,Turbo Jet,,NSCH,Unknown,Trans Aero Corporation,0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,31-08-1988,Israel Aircraft Industries 1121
20001213X31494,Accident,DEN87LA212,1987-07-28,"CUBA, NM",United States,,,,,Non-Fatal,Substantial,,N1648T,Cessna,414,No,2.0,Reciprocating,,NSCH,Unknown,(dba: New Mexico Flying Service),0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,25-10-1988,Cessna 414
20001213X31830,Accident,LAX87FA290A,1987-08-04,"PALMDALE, CA",United States,,,PMD,PALMDALE,Non-Fatal,Substantial,,N931MA,De Havilland,DHC-6,No,2.0,Turbo Prop,,SCHD,Unknown,Resort Commuter Inc. (dba: Trans World Express),0.0,0.0,0.0,11.0,VMC,Descent,Probable Cause,07-06-1989,De Havilland DHC-6
20001213X31800,Accident,FTW87FA190,1987-08-07,"GEORGETOWN, TX",United States,,,TS01,GEORGETOWN,Non-Fatal,Substantial,,N8873Q,Cessna,206G,No,1.0,Reciprocating,,NSCH,Unknown,"Air Express,inc. (dba: Express Air,inc.)",0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,11-01-1989,Cessna 206G
